epoch,accuracy,learning_rate,loss,val_accuracy,val_learning_rate,val_loss
28,0.996898353099823,0.0003000000142492354,0.0368209108710289,NA,NA,NA
29,0.9952282309532166,0.0003000000142492354,0.042015090584754944,NA,NA,NA
30,0.9958645105361938,0.0003000000142492354,0.03964045271277428,NA,NA,NA
31,0.9970574378967285,0.0003000000142492354,0.037170447409152985,NA,NA,NA
32,0.9972960352897644,0.0003000000142492354,0.03330404311418533,NA,NA,NA
33,0.9975345730781555,0.0003000000142492354,0.030195102095603943,NA,NA,NA
34,0.996103048324585,0.0003000000142492354,0.032706379890441895,NA,NA,NA
35,0.9965802431106567,0.0003000000142492354,0.03362865000963211,NA,NA,NA
36,0.9974550604820251,0.0003000000142492354,0.028576621785759926,NA,NA,NA
37,0.9960235357284546,0.0003000000142492354,0.034522056579589844,NA,NA,NA
38,0.9973755478858948,0.0003000000142492354,0.031693361699581146,NA,NA,NA
39,0.9970574378967285,0.0003000000142492354,0.030009081587195396,NA,NA,NA
40,0.9966597557067871,0.0003000000142492354,0.030465271323919296,NA,NA,NA
41,0.9974550604820251,0.0003000000142492354,0.028020478785037994,NA,NA,NA
42,0.9957849383354187,0.0003000000142492354,0.03400509059429169,NA,NA,NA
43,0.9979322552680969,0.0003000000142492354,0.02747153863310814,NA,NA,NA
44,0.9977731704711914,0.0003000000142492354,0.025385187938809395,NA,NA,NA
45,0.9970574378967285,0.0003000000142492354,0.026886554434895515,NA,NA,NA
46,0.9973755478858948,0.0003000000142492354,0.025372963398694992,NA,NA,NA
47,0.9969778656959534,0.0003000000142492354,0.026954032480716705,NA,NA,NA
48,0.9972960352897644,0.0003000000142492354,0.023250743746757507,NA,NA,NA
49,0.9972164630889893,0.0003000000142492354,0.024503692984580994,NA,NA,NA
50,0.995625913143158,0.0003000000142492354,0.03073180466890335,NA,NA,NA
51,0.9970574378967285,0.0003000000142492354,0.024749483913183212,NA,NA,NA
52,0.9971369504928589,0.0003000000142492354,0.02786899544298649,NA,NA,NA
53,0.9969778656959534,0.0003000000142492354,0.025412876158952713,NA,NA,NA
54,0.9977731704711914,0.0001500000071246177,0.021104170009493828,NA,NA,NA
55,0.9983298778533936,0.0001500000071246177,0.020054344087839127,NA,NA,NA
56,0.9981708526611328,0.0001500000071246177,0.021129848435521126,NA,NA,NA
57,0.9985684752464294,0.0001500000071246177,0.01901170425117016,NA,NA,NA
58,0.9991251826286316,0.0001500000071246177,0.01742054894566536,NA,NA,NA
59,0.9984889626502991,0.0001500000071246177,0.018555186688899994,NA,NA,NA
60,0.9983298778533936,0.0001500000071246177,0.017370663583278656,NA,NA,NA
61,0.9986479878425598,0.0001500000071246177,0.015896501019597054,NA,NA,NA
62,0.9988070726394653,0.0001500000071246177,0.016166748479008675,NA,NA,NA
63,0.9971369504928589,0.0001500000071246177,0.021515749394893646,NA,NA,NA
64,0.9978526830673218,0.0001500000071246177,0.01933917962014675,NA,NA,NA
65,0.9978526830673218,0.0001500000071246177,0.02022809349000454,NA,NA,NA
66,0.9977731704711914,0.0001500000071246177,0.017152000218629837,NA,NA,NA
67,0.9984093904495239,7.500000356230885e-05,0.016621360555291176,NA,NA,NA
68,0.9985684752464294,7.500000356230885e-05,0.015404708683490753,NA,NA,NA
69,0.9989660978317261,7.500000356230885e-05,0.014522658661007881,NA,NA,NA
70,0.9991251826286316,7.500000356230885e-05,0.013824387453496456,NA,NA,NA
71,0.9990456700325012,7.500000356230885e-05,0.013471884652972221,NA,NA,NA
72,0.9990456700325012,7.500000356230885e-05,0.013421796262264252,NA,NA,NA
73,0.9989660978317261,7.500000356230885e-05,0.013810302130877972,NA,NA,NA
74,0.999204695224762,7.500000356230885e-05,0.013059496879577637,NA,NA,NA
75,0.9988865852355957,7.500000356230885e-05,0.013419076800346375,NA,NA,NA
76,0.9989660978317261,7.500000356230885e-05,0.012526364997029305,NA,NA,NA
77,0.9991251826286316,7.500000356230885e-05,0.012727628462016582,NA,NA,NA
78,0.9991251826286316,7.500000356230885e-05,0.012284474447369576,NA,NA,NA
79,0.9979322552680969,7.500000356230885e-05,0.014114979654550552,NA,NA,NA
80,0.9990456700325012,7.500000356230885e-05,0.012416649609804153,NA,NA,NA
81,0.999204695224762,7.500000356230885e-05,0.011363348923623562,NA,NA,NA
82,0.9993637800216675,7.500000356230885e-05,0.011273697018623352,NA,NA,NA
83,0.9986479878425598,7.500000356230885e-05,0.012104228138923645,NA,NA,NA
84,0.9986479878425598,7.500000356230885e-05,0.013004348613321781,NA,NA,NA
85,0.9993637800216675,7.500000356230885e-05,0.01160885114222765,NA,NA,NA
86,0.9988070726394653,7.500000356230885e-05,0.011929470114409924,NA,NA,NA
87,0.9993637800216675,3.7500001781154424e-05,0.011246396228671074,NA,NA,NA
88,0.9996023774147034,3.7500001781154424e-05,0.010670081712305546,NA,NA,NA
89,0.9991251826286316,3.7500001781154424e-05,0.011275524273514748,NA,NA,NA
90,0.9992842078208923,3.7500001781154424e-05,0.01011173240840435,NA,NA,NA
91,0.9994432926177979,3.7500001781154424e-05,0.010398623533546925,NA,NA,NA
92,0.9994432926177979,3.7500001781154424e-05,0.010424619540572166,NA,NA,NA
93,0.9996023774147034,3.7500001781154424e-05,0.009742958471179008,NA,NA,NA
94,0.9996818900108337,3.7500001781154424e-05,0.00931154191493988,NA,NA,NA
95,0.9996023774147034,3.7500001781154424e-05,0.009645765647292137,NA,NA,NA
96,0.9992842078208923,3.7500001781154424e-05,0.010385673493146896,NA,NA,NA
97,0.9992842078208923,3.7500001781154424e-05,0.009648743085563183,NA,NA,NA
98,0.9994432926177979,3.7500001781154424e-05,0.009449698962271214,NA,NA,NA
99,0.9996023774147034,3.7500001781154424e-05,0.009111744351685047,NA,NA,NA
