frame,time_s,nose_x,nose_y,l_eye_x,l_eye_y,r_eye_x,r_eye_y,l_ear_x,l_ear_y,r_ear_x,r_ear_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y,pred_label,pred_conf
243,8.099980195599022,786.2803955078125,212.326171875,794.6514892578125,204.69175720214844,776.1620483398438,205.7277984619141,806.2221069335938,207.59744262695312,761.91943359375,210.2228240966797,818.8424682617188,246.4806060791016,748.83544921875,252.12733459472656,831.8053588867188,200.97708129882807,729.9411010742188,219.58897399902344,815.4944458007812,140.32681274414062,747.0892944335938,168.39260864257812,807.0062255859375,406.0798034667969,761.7601928710938,407.6055908203125,802.093994140625,518.314697265625,761.2225952148438,516.9261474609375,795.9981689453125,627.176025390625,765.4805908203125,625.602783203125,Tadasana,0.99995595
244,8.133313447432762,786.7903442382812,212.8598480224609,795.0642700195312,205.1805725097656,776.6689453125,206.2420959472656,806.3819580078125,207.8886566162109,762.1027221679688,210.5434112548828,818.7450561523438,246.3937530517578,748.86181640625,252.3249664306641,831.926025390625,200.4864196777344,729.8855590820312,219.81106567382807,815.6727905273438,140.44371032714844,747.523193359375,168.97589111328125,807.2127075195312,405.94476318359375,762.10888671875,407.6674499511719,801.7734375,517.8915405273438,761.62353515625,517.0048217773438,795.2014770507812,626.7966918945312,765.9223022460938,625.7455444335938,Tadasana,0.9999559
245,8.166646699266504,786.965576171875,212.89437866210935,795.273681640625,205.261962890625,776.8604736328125,206.29266357421875,806.5933227539062,208.1221160888672,762.278076171875,210.6364898681641,819.1336059570312,246.98422241210935,748.9678344726562,252.3007049560547,832.3817749023438,203.92575073242188,730.0786743164062,220.49913024902344,816.038330078125,146.23403930664062,747.7559814453125,169.7255096435547,807.4796142578125,406.0816650390625,762.1658935546875,407.6239929199219,802.076904296875,518.8732299804688,761.4758911132812,518.0215454101562,795.2285766601562,627.4088134765625,765.5233154296875,626.6124267578125,Tadasana,0.99995583
246,8.199979951100245,786.94775390625,212.7769012451172,795.2827758789062,205.16444396972656,776.858154296875,206.2134704589844,806.7421875,208.0959625244141,762.5565185546875,210.68492126464844,819.2544555664062,246.875244140625,749.1233520507812,252.30532836914065,831.7193603515625,203.3950958251953,729.7488403320312,220.8047332763672,815.6453247070312,144.71356201171875,748.0480346679688,169.97262573242188,807.4562377929688,405.1478271484375,762.0986938476562,406.7471008300781,802.7471923828125,517.3946533203125,761.51123046875,516.4846801757812,796.0015258789062,626.095703125,765.195556640625,625.2831420898438,Tadasana,0.9999557
247,8.233313202933985,786.5377197265625,213.00299072265625,795.06884765625,205.262939453125,776.4279174804688,206.2991180419922,807.029541015625,207.95928955078125,762.4942626953125,210.5951232910156,819.8195190429688,246.88394165039065,749.25634765625,252.46875,832.1822509765625,202.7006683349609,729.0651245117188,220.70286560058597,815.5015258789062,143.37908935546875,746.6158447265625,169.54412841796875,807.4566650390625,405.7022705078125,761.9579467773438,407.2212524414063,802.66455078125,518.462890625,761.63525390625,517.1376342773438,795.6277465820312,626.8321533203125,765.4644775390625,625.3589477539062,Tadasana,0.9999556
248,8.266646454767725,786.2684326171875,212.73731994628903,794.77490234375,205.0418701171875,776.1897583007812,206.1125946044922,806.7337646484375,207.7926177978516,762.4129028320312,210.4786529541016,819.8104858398438,246.89825439453125,749.2297973632812,252.042724609375,832.3864135742188,205.2875518798828,729.56787109375,221.0261993408203,816.3182373046875,148.90570068359375,747.1135864257812,170.82066345214844,806.8804931640625,405.2956237792969,761.4451904296875,406.6302185058594,802.2127685546875,518.2957763671875,761.5115966796875,516.6763305664062,795.3785400390625,627.2860717773438,765.5858764648438,625.4640502929688,Tadasana,0.9999555
249,8.299979706601468,786.5199584960938,212.51515197753903,795.0103759765625,204.8507843017578,776.3926391601562,205.91546630859372,806.8753051757812,207.8560485839844,762.3739013671875,210.5077209472656,819.9140014648438,247.4680633544922,749.0313720703125,252.5528717041016,832.7499389648438,206.44186401367188,729.8792114257812,221.53224182128903,816.8573608398438,151.3734130859375,747.7702026367188,171.52133178710938,807.1715087890625,405.9212951660156,761.5119018554688,407.3189086914063,802.4614868164062,518.4048461914062,761.3184814453125,517.0558471679688,795.781005859375,626.6670532226562,765.5435180664062,625.1382446289062,Tadasana,0.99995536
250,8.333312958435208,786.1109619140625,212.36404418945312,794.6736450195312,204.56056213378903,775.8899536132812,205.74197387695312,806.8294067382812,207.30615234375,761.8963623046875,210.2430725097656,820.3985595703125,246.9736785888672,748.9615478515625,252.18296813964844,833.223876953125,208.73936462402344,730.4863891601562,222.17893981933597,816.7685546875,158.28282165527344,748.0696411132812,173.3521270751953,807.3367919921875,405.5173950195313,761.3555297851562,406.9116516113281,802.5574340820312,518.0338745117188,761.0858154296875,516.573486328125,796.0239868164062,627.123291015625,765.7747802734375,625.1807861328125,Tadasana,0.9999553
251,8.366646210268948,787.4236450195312,212.5669403076172,796.061767578125,204.879150390625,777.5205078125,205.78379821777344,807.8547973632812,207.70103454589844,763.325927734375,209.9141082763672,821.3538818359375,247.12335205078125,749.4970703125,252.0557556152344,836.3394775390625,209.9845733642578,730.37255859375,223.3972930908203,818.464599609375,156.757568359375,746.5194702148438,172.4589385986328,807.6052856445312,404.93890380859375,761.3309326171875,406.1954956054688,802.9216918945312,516.23974609375,760.0007934570312,515.39453125,796.2570190429688,624.6459350585938,764.543701171875,624.1360473632812,Tadasana,0.99995524
252,8.399979462102689,787.0429077148438,212.9012908935547,795.9071044921875,205.1527862548828,777.1488037109375,206.06704711914065,808.2529296875,207.84483337402344,763.4260864257812,210.07693481445312,821.6937255859375,247.1705322265625,749.9380493164062,251.9712829589844,836.4542846679688,209.55401611328125,730.4534912109375,222.9514617919922,818.8505249023438,155.47991943359375,746.8218994140625,172.13290405273438,807.4667358398438,404.95062255859375,761.1687622070312,406.15045166015625,803.3306274414062,516.7896118164062,759.9993896484375,516.0021362304688,796.6500244140625,624.8340454101562,764.2737426757812,624.7442016601562,Tadasana,0.9999551
253,8.43331271393643,787.69677734375,212.41046142578125,796.26904296875,204.6275329589844,777.7588500976562,205.5955810546875,807.9310913085938,207.4036865234375,763.519287109375,209.7032623291016,821.2646484375,247.4611053466797,749.6275024414062,252.0583953857422,836.3595581054688,211.5702667236328,730.5264282226562,224.20339965820312,819.5039672851562,159.14385986328125,747.0870361328125,174.8660125732422,807.3523559570312,405.4285583496094,761.2075805664062,406.638671875,803.2393188476562,517.9217529296875,760.3275756835938,517.1353759765625,796.892822265625,625.9259033203125,764.365478515625,625.754150390625,Tadasana,0.999955
254,8.466645965770171,787.5960693359375,213.0679168701172,796.1607055664062,205.1700897216797,777.576171875,206.284912109375,807.9737548828125,207.69427490234372,763.3491821289062,210.3192443847656,821.05908203125,247.3984222412109,749.7874145507812,252.23275756835935,835.8668823242188,211.75392150878903,730.8889770507812,224.25889587402344,819.2941284179688,159.7726287841797,748.418701171875,174.8604278564453,807.3560180664062,404.67584228515625,761.2509155273438,406.1756591796875,804.1948852539062,516.2361450195312,760.7334594726562,516.373046875,798.2086791992188,624.245849609375,764.258056640625,625.3347778320312,Tadasana,0.9999548
255,8.499979217603912,788.6902465820312,213.07359313964844,797.2772827148438,205.17076110839844,778.5936279296875,206.26751708984372,808.8375854492188,207.84765625,763.9195556640625,210.39942932128903,822.048828125,247.38021850585935,749.8279418945312,252.5479278564453,836.8063354492188,212.95391845703125,730.5291137695312,226.6095428466797,819.3184814453125,158.6071319580078,747.79345703125,174.62173461914062,808.0324096679688,404.62646484375,761.2780151367188,406.1666870117188,804.5972900390625,516.6357421875,759.9823608398438,516.6465454101562,797.7763061523438,624.8452758789062,763.4609375,625.8180541992188,Tadasana,0.99995464
256,8.533312469437652,789.1185302734375,212.89645385742188,797.7236328125,204.8823699951172,778.9906005859375,206.0435943603516,809.4190673828125,207.36924743652344,764.5659790039062,210.11032104492188,822.868408203125,246.6056671142578,750.126953125,252.24905395507807,837.1615600585938,209.7496337890625,729.7402954101562,226.7855529785156,818.810302734375,150.5409393310547,748.1571044921875,174.7261199951172,808.3018188476562,404.7848205566406,761.14453125,406.34283447265625,804.8656005859375,517.3516845703125,759.6570434570312,516.9367065429688,797.7691650390625,625.5186157226562,762.6436157226562,625.9137573242188,Tadasana,0.9999546
257,8.566645721271394,789.8612670898438,213.1092834472656,798.1985473632812,205.1679229736328,779.7960815429688,206.33627319335935,809.2150268554688,207.8382110595703,764.9554443359375,210.46087646484372,822.5001220703125,247.4359893798828,750.2268676757812,252.31710815429688,836.7446899414062,213.14059448242188,730.4508666992188,227.1082763671875,818.5606079101562,157.2978973388672,749.4153442382812,176.72201538085938,808.4810180664062,404.6054382324219,761.5771484375,406.0287170410156,805.0625,517.2794799804688,759.9234619140625,517.01806640625,798.4970092773438,625.31201171875,762.7622680664062,626.0433349609375,Tadasana,0.99995446
258,8.599978973105134,789.4413452148438,213.1429748535156,797.8104858398438,205.13987731933597,779.3101196289062,206.3681488037109,808.9425659179688,207.81716918945312,764.50390625,210.67774963378903,822.7559814453125,247.42062377929688,749.9905395507812,253.17990112304688,837.5601806640625,212.8916931152344,730.65185546875,229.04827880859372,818.4556884765625,156.1175079345703,748.5148315429688,177.46823120117188,808.5497436523438,405.28265380859375,761.3704833984375,406.8722229003906,805.1390991210938,517.8858032226562,759.5196533203125,517.4509887695312,798.6279907226562,625.8565063476562,762.6903076171875,626.0567626953125,Tadasana,0.9999544
259,8.633312224938875,789.3997192382812,212.62774658203125,797.842529296875,204.60397338867188,779.2625732421875,205.8498687744141,809.0559692382812,207.41390991210935,764.49658203125,209.93907165527344,823.013916015625,248.82940673828125,750.372314453125,251.05224609375,836.38427734375,228.03802490234372,731.1019287109375,229.6294860839844,817.95458984375,181.39031982421875,749.74755859375,178.62242126464844,808.9235229492188,403.1398620605469,761.7777099609375,403.7767333984375,805.0956420898438,516.7891235351562,759.6919555664062,516.7203979492188,797.8670654296875,624.7035522460938,761.8935546875,626.7166137695312,Tadasana,0.99995434
260,8.666645476772615,789.8609008789062,212.79954528808597,798.2989501953125,204.76806640625,779.7056274414062,205.9207000732422,809.4530029296875,207.41294860839844,764.90771484375,209.9826202392578,822.9945068359375,247.3437957763672,750.5476684570312,251.91165161132807,837.5840454101562,215.1586761474609,730.5069580078125,229.6645050048828,819.3114624023438,155.42245483398438,748.8410034179688,179.29541015625,808.7706298828125,404.6998596191406,761.7487182617188,405.8586120605469,805.4873046875,518.4000854492188,760.2600708007812,517.7396240234375,798.0919189453125,625.8900146484375,762.290283203125,626.7578735351562,Tadasana,0.9999541
261,8.699978728606357,789.889892578125,212.66226196289065,798.4312744140625,204.7517547607422,779.8885498046875,205.7859039306641,809.6504516601562,207.36648559570312,765.26513671875,209.7445526123047,823.0834350585938,246.03097534179688,750.4554443359375,251.7153167724609,837.8451538085938,208.87033081054688,729.7301025390625,228.08506774902344,819.0869750976562,145.06948852539062,747.8612670898438,175.40203857421875,808.9798583984375,403.644287109375,761.7936401367188,405.1209411621094,805.7510375976562,516.158203125,759.6300659179688,515.5135498046875,798.267822265625,624.0259399414062,762.2138061523438,624.6815185546875,Tadasana,0.999954
262,8.733311980440098,790.1331787109375,212.8560333251953,798.7031860351562,205.0716552734375,780.2268676757812,205.99766540527344,809.653076171875,207.9332427978516,765.2536010742188,209.9433441162109,823.0509643554688,246.84991455078125,750.459716796875,251.65240478515625,837.7799072265625,217.52491760253903,730.491943359375,230.8800201416016,818.89990234375,161.78781127929688,747.5946044921875,178.13722229003906,808.9828491210938,402.60791015625,761.794189453125,403.93853759765625,806.0255126953125,515.2386474609375,759.2864379882812,515.1624755859375,798.24365234375,623.505126953125,761.7410278320312,625.0174560546875,Tadasana,0.9999538
263,8.766645232273838,789.7870483398438,212.84640502929688,798.3528442382812,204.96969604492188,779.7557983398438,205.9891357421875,809.4928588867188,207.65667724609372,764.904296875,210.0122528076172,822.9428100585938,246.0956878662109,750.5169067382812,251.96511840820312,837.8019409179688,213.55552673339844,731.0327758789062,231.9794769287109,819.4596557617188,153.32810974121094,748.3606567382812,179.73147583007812,808.8135986328125,403.02484130859375,761.741943359375,404.572509765625,806.00634765625,515.4653930664062,759.8448486328125,514.928466796875,798.2256469726562,624.49462890625,762.383544921875,625.1292114257812,Tadasana,0.99995357
264,8.79997848410758,789.8587036132812,212.60044860839844,798.1708374023438,204.69140625,779.8554077148438,205.732421875,808.98681640625,207.1563720703125,764.9283447265625,209.78228759765625,822.4478759765625,244.91305541992188,750.1029663085938,252.7296905517578,837.9793090820312,204.14698791503903,730.0791015625,230.8199157714844,819.038818359375,138.22592163085938,747.3811645507812,178.118408203125,808.81103515625,404.3597106933594,761.8678588867188,406.4347229003906,805.4215698242188,516.6434326171875,759.886962890625,515.9380493164062,797.5038452148438,624.97607421875,762.33447265625,624.4639282226562,Tadasana,0.9999533
265,8.83331173594132,790.1445922851562,212.5228271484375,798.3462524414062,204.68862915039065,780.142822265625,205.7696228027344,808.9013671875,207.5122833251953,765.2009887695312,209.91558837890625,822.8070068359375,247.1294403076172,750.3550415039062,251.69061279296875,837.3709106445312,217.11251831054688,730.7948608398438,230.49044799804688,818.4352416992188,159.14083862304688,748.8571166992188,178.197021484375,808.7648315429688,404.13812255859375,761.8167114257812,405.2437133789063,805.0431518554688,518.5415649414062,760.2269897460938,517.5842895507812,796.7872924804688,626.837646484375,762.1110229492188,627.0377197265625,Tadasana,0.99995315
266,8.86664498777506,790.0274658203125,212.62643432617188,798.2174682617188,204.7677001953125,779.9640502929688,205.94728088378903,808.9182739257812,207.5139617919922,765.1558227539062,210.27200317382807,823.1719360351562,246.324462890625,750.36669921875,252.0735015869141,837.9976196289062,212.5804443359375,730.5150756835938,230.25845336914065,818.2809448242188,151.5300750732422,748.1566772460938,177.6253204345703,808.970703125,404.1916198730469,761.7305297851562,405.5838623046875,805.681640625,517.7942504882812,760.12158203125,516.643310546875,797.8974609375,626.9436645507812,762.2717895507812,626.4447021484375,Tadasana,0.999953
267,8.899978239608801,790.3194580078125,212.6459503173828,798.2694091796875,204.82183837890625,780.278076171875,206.0389709472656,808.4411010742188,207.67665100097656,765.1455078125,210.36463928222656,822.686767578125,247.18333435058597,750.17724609375,251.77606201171875,837.2648315429688,216.6844940185547,729.9306030273438,229.338134765625,817.6155395507812,159.0988311767578,747.28125,176.90921020507812,809.1307983398438,404.20355224609375,762.2532958984375,405.3454284667969,804.6420288085938,518.2579345703125,760.5950927734375,517.3618774414062,796.6421508789062,627.3654174804688,762.783447265625,627.4419555664062,Tadasana,0.9999527
268,8.933311491442543,790.2828369140625,212.2530975341797,798.2228393554688,204.4785003662109,780.1915893554688,205.6773223876953,808.4327392578125,207.48501586914065,765.06982421875,210.20545959472656,822.4758911132812,246.9949188232422,750.2064208984375,251.97903442382807,837.0773315429688,213.65928649902344,729.8579711914062,229.03384399414065,817.8053588867188,152.73065185546875,746.7781982421875,176.6565399169922,809.054931640625,404.38970947265625,762.3025512695312,405.5888366699219,804.630859375,518.1956787109375,760.6857299804688,517.0646362304688,796.5591430664062,626.5077514648438,762.6639404296875,626.304931640625,Tadasana,0.99995244
269,8.966644743276284,790.0242309570312,212.68374633789065,797.9942016601562,204.7799072265625,779.9339599609375,206.0133056640625,808.3812255859375,207.51751708984372,764.8086547851562,210.31463623046875,822.350830078125,247.52151489257807,750.1123657226562,252.2833709716797,837.3268432617188,215.6899261474609,729.9271240234375,228.6637115478516,818.384521484375,160.67703247070312,747.04248046875,178.73377990722656,808.6687622070312,404.6583557128906,762.1063232421875,405.9226684570313,804.250244140625,517.5617065429688,760.903564453125,517.0660400390625,796.2861328125,626.4697265625,762.888427734375,626.9302368164062,Tadasana,0.99995226
270,8.999977995110024,790.3173217773438,212.937744140625,798.2228393554688,204.9388732910156,780.1956176757812,206.25961303710935,808.410888671875,207.4687347412109,764.728759765625,210.4427795410156,822.4541625976562,247.12779235839844,750.1655883789062,252.3733673095703,837.44921875,217.51109313964844,731.1939697265625,230.2117156982422,817.9409790039062,165.36553955078125,747.9588012695312,179.96923828125,808.991943359375,404.1987609863281,762.255859375,405.67913818359375,805.0125732421875,516.6234741210938,760.6841430664062,516.4180297851562,797.6160278320312,626.52587890625,763.029541015625,627.110595703125,Tadasana,0.9999521
271,9.033311246943764,790.1384887695312,213.15089416503903,798.04638671875,205.15956115722656,780.03564453125,206.4776153564453,808.2971801757812,207.6354522705078,764.7013549804688,210.6071014404297,822.37548828125,247.23605346679688,750.1580810546875,252.2635040283203,837.4797973632812,216.7165069580078,730.7818603515625,229.04673767089844,817.984375,163.71774291992188,747.2863159179688,178.67648315429688,808.69287109375,404.2554931640625,762.0420532226562,405.615966796875,804.659423828125,517.0542602539062,760.6251220703125,516.6560668945312,797.320068359375,626.9454956054688,762.8924560546875,627.3501586914062,Tadasana,0.9999519
272,9.066644498777508,790.8873901367188,212.82286071777344,798.666015625,204.9698028564453,780.783935546875,206.27325439453125,808.4763793945312,207.80001831054688,765.1195678710938,210.6583709716797,822.3588256835938,247.4789123535156,750.3574829101562,252.0337371826172,837.2634887695312,218.8783416748047,731.140869140625,229.49203491210935,817.4411010742188,165.31588745117188,747.7733154296875,177.67991638183594,808.67626953125,403.7514953613281,762.0533447265625,405.0104675292969,804.7789916992188,517.7116088867188,760.6360473632812,517.5789794921875,796.82275390625,627.2000732421875,762.1174926757812,628.2964477539062,Tadasana,0.99995166
273,9.099977750611249,791.03759765625,212.76808166503903,798.8113403320312,205.0421295166016,780.9962158203125,206.18411254882807,808.4189453125,208.04278564453125,765.0996704101562,210.57720947265625,821.9674682617188,247.18890380859372,750.09228515625,252.2580718994141,837.3700561523438,215.13165283203125,731.2809448242188,229.62322998046875,817.7304077148438,157.13812255859375,748.26806640625,177.36376953125,808.67431640625,403.8515625,762.04931640625,405.1982727050781,804.698974609375,517.729248046875,760.1637573242188,517.3607177734375,796.63671875,626.863525390625,761.7083740234375,627.6339721679688,Tadasana,0.99995154
274,9.133311002444987,791.1046142578125,212.34954833984372,798.8922729492188,204.70895385742188,781.055908203125,205.8332061767578,808.4376220703125,208.0412139892578,765.14404296875,210.45628356933597,822.0272216796875,247.8700256347656,750.2474365234375,252.0697326660156,836.7098388671875,220.0144195556641,731.7685546875,230.52972412109372,817.5328369140625,164.66128540039062,748.6708984375,177.27850341796875,808.9406127929688,403.80767822265625,762.3157958984375,404.9033203125,804.5935668945312,518.1451416015625,759.8694458007812,517.6324462890625,796.6317749023438,626.8536376953125,761.4091186523438,627.5443725585938,Tadasana,0.9999514
275,9.166644254278728,791.083740234375,212.35287475585935,798.9559326171875,204.7721405029297,781.1360473632812,205.75035095214844,808.5531616210938,207.9841766357422,765.38525390625,210.29226684570312,822.021484375,246.1830291748047,750.0169677734375,252.6914825439453,836.9282836914062,209.84939575195312,731.4124145507812,231.5049591064453,817.5849609375,146.0042266845703,748.5133666992188,177.59510803222656,808.963623046875,404.0809631347656,762.139892578125,405.6720886230469,804.7890014648438,518.0416870117188,759.1614379882812,516.6766967773438,796.9631958007812,627.615478515625,761.33935546875,626.5045776367188,Tadasana,0.99995124
276,9.19997750611247,791.306640625,212.0752716064453,799.0833740234375,204.5206451416016,781.354736328125,205.51248168945312,808.4472045898438,207.8553771972656,765.3750610351562,210.18698120117188,821.8187255859375,246.2628326416016,749.9512329101562,252.8570251464844,837.2603149414062,210.0008544921875,731.4083251953125,231.64764404296875,817.859375,147.186767578125,748.231689453125,178.68341064453125,808.9246215820312,403.9367370605469,762.2171630859375,405.6382751464844,804.9732666015625,517.416259765625,759.3712158203125,516.5474853515625,797.111328125,626.6984252929688,761.2401733398438,626.333251953125,Tadasana,0.99995106
277,9.23331075794621,791.1337280273438,212.230224609375,798.957763671875,204.658935546875,781.1893920898438,205.628662109375,808.404296875,207.94956970214844,765.2601928710938,210.25872802734372,821.7562866210938,246.1991271972656,749.8134765625,253.03260803222656,836.9655151367188,209.0287933349609,731.5504760742188,231.5707092285156,817.7071533203125,145.6304473876953,748.405029296875,177.86024475097656,808.9176635742188,404.4610595703125,762.0750732421875,406.1990966796875,805.1376953125,517.9530029296875,758.9395751953125,516.7369995117188,797.789794921875,627.0530395507812,761.2366333007812,625.9476318359375,Tadasana,0.9999508
278,9.26664400977995,791.2483520507812,212.19839477539065,798.9680786132812,204.61070251464844,781.2745971679688,205.6884307861328,808.3131103515625,208.0423889160156,765.3734130859375,210.4401092529297,821.8226928710938,247.4176177978516,749.99853515625,252.836181640625,836.940185546875,215.2281646728516,731.3994750976562,231.75782775878903,818.2915649414062,156.6734619140625,748.7095947265625,180.2083282470703,809.0986938476562,403.6671447753906,762.4837036132812,405.1451416015625,805.2830200195312,516.793212890625,759.93896484375,516.223876953125,797.8165283203125,626.1370239257812,761.7430419921875,626.6156005859375,Tadasana,0.9999506
279,9.299977261613693,791.3836669921875,212.1905670166016,799.1234741210938,204.63169860839844,781.3742065429688,205.7104949951172,808.587890625,208.14205932617188,765.6339111328125,210.6880340576172,822.2297973632812,247.0006866455078,749.9196166992188,253.537109375,837.6968994140625,208.7563018798828,730.7849731445312,230.8115234375,818.845458984375,145.54879760742188,748.1746215820312,179.16610717773438,809.0202026367188,404.5607604980469,762.125732421875,406.2533874511719,805.6295776367188,517.868896484375,759.923583984375,516.7789916992188,797.9788208007812,627.1054077148438,761.8207397460938,626.6062622070312,Tadasana,0.99995035
280,9.333310513447431,791.603271484375,212.73248291015625,799.3434448242188,205.0980682373047,781.6011962890625,206.15823364257807,808.7337036132812,208.33555603027344,765.5314331054688,210.87619018554688,822.03125,246.6512908935547,749.8038940429688,253.90382385253903,838.3280029296875,206.5029296875,730.9954833984375,230.5848693847656,819.6659545898438,143.91197204589844,747.6528930664062,179.1023406982422,808.782470703125,404.8446350097656,761.920166015625,406.80572509765625,805.5784912109375,517.4637451171875,759.6055297851562,516.7381591796875,798.1492919921875,626.5851440429688,761.7161865234375,626.1802368164062,Tadasana,0.9999501
281,9.366643765281172,791.7285766601562,212.98123168945312,799.5343627929688,205.24887084960935,781.6771240234375,206.4843292236328,808.9494018554688,208.622802734375,765.4706420898438,211.0858612060547,822.435546875,249.2618408203125,750.1573486328125,252.64749145507807,836.8049926757812,227.32778930664065,731.9380493164062,231.6222686767578,818.1747436523438,183.6158447265625,749.0382080078125,180.5393524169922,808.8635864257812,403.3398132324219,761.9422607421875,404.4337463378906,805.3436279296875,515.9888305664062,759.36376953125,516.2911987304688,797.6065673828125,625.4215087890625,761.1846313476562,627.3607788085938,Tadasana,0.99994963
282,9.399977017114914,791.8394165039062,213.22021484375,799.5739135742188,205.5380096435547,781.8717041015625,206.6480865478516,808.8348388671875,208.87469482421875,765.6713256835938,211.08053588867188,822.28125,249.1986389160156,750.031005859375,252.67523193359372,837.3436279296875,222.78787231445312,731.4612426757812,230.25555419921875,818.54248046875,173.73680114746094,748.8626708984375,180.49252319335935,808.8404541015625,404.0842895507813,761.9683227539062,405.0776062011719,805.153076171875,516.862548828125,759.4379272460938,516.6560668945312,797.37353515625,625.8507690429688,761.076904296875,627.3247680664062,Tadasana,0.9999492
283,9.433310268948656,791.5552978515625,212.8675537109375,799.390869140625,205.14471435546875,781.5386962890625,206.3571929931641,808.8825073242188,208.5611267089844,765.4540405273438,210.9234771728516,822.4761962890625,249.56675720214844,750.1923217773438,252.42758178710935,836.8985595703125,228.92669677734372,732.0140991210938,231.24729919433597,818.0775756835938,186.3224029541016,749.440185546875,180.5064849853516,808.9512939453125,403.4916687011719,762.023681640625,404.4520568847656,805.2960205078125,516.2312622070312,759.3919677734375,516.7044067382812,797.531005859375,625.1851196289062,761.1242065429688,627.5924072265625,Tadasana,0.9999486
284,9.466643520782396,791.6411743164062,212.6064910888672,799.3853759765625,204.95936584472656,781.5913696289062,206.1739959716797,808.8131713867188,208.5223388671875,765.6998901367188,211.0478973388672,822.2389526367188,248.83123779296875,750.1715087890625,253.0424041748047,837.4708251953125,217.55702209472656,731.100830078125,228.5525360107422,819.2035522460938,163.1612091064453,749.052734375,177.4535675048828,808.8115844726562,404.3592224121094,762.1693725585938,405.6300964355469,804.8096313476562,516.7762451171875,760.0723876953125,516.8545532226562,797.0771484375,625.6268920898438,762.0277099609375,627.5630493164062,Tadasana,0.9999481
285,9.499976772616137,791.7852172851562,212.40745544433597,799.59375,204.7755279541016,781.7233276367188,205.93453979492188,808.9805297851562,208.38400268554688,765.5528564453125,210.80001831054688,822.3842163085938,248.4064178466797,749.9874267578125,253.0010681152344,837.8869018554688,217.2248992919922,731.4822998046875,229.1398468017578,819.1227416992188,162.94363403320312,748.57470703125,177.26971435546875,808.9317626953125,404.618408203125,761.94384765625,405.9569396972656,805.1946411132812,517.1683349609375,759.30126953125,517.0914916992188,797.8070678710938,625.8067626953125,761.666748046875,627.2955322265625,Tadasana,0.9999474
286,9.533310024449875,791.626953125,212.7636260986328,799.6680297851562,204.9594268798828,781.5416259765625,206.19021606445312,809.3499755859375,208.26861572265625,765.2776489257812,210.7616729736328,822.4046020507812,248.5746612548828,750.3885498046875,252.8305511474609,836.4046630859375,228.55039978027344,732.9576416015625,234.39773559570312,817.8848266601562,186.376220703125,749.5220947265625,182.38421630859372,808.6337280273438,402.9656372070313,761.7587890625,404.4288635253906,805.4266357421875,515.8574829101562,758.9048461914062,516.750732421875,797.9769287109375,625.2347412109375,761.134033203125,627.6156005859375,Tadasana,0.9999467
287,9.56664327628362,791.6187744140625,213.08595275878903,799.6104736328125,205.35275268554688,781.6092529296875,206.49673461914065,809.1834716796875,208.4352569580078,765.4432983398438,210.91995239257807,822.2998046875,246.54867553710935,750.1627807617188,252.97706604003903,837.6096801757812,214.9958038330078,732.1476440429688,232.76919555664065,818.9033203125,157.6993865966797,748.703369140625,178.08935546875,808.8812866210938,403.01611328125,761.8558349609375,404.8982543945313,805.2721557617188,515.9102783203125,758.4677734375,515.939697265625,798.0618896484375,625.4520263671875,761.32275390625,626.3568115234375,Tadasana,0.999946
288,9.59997652811736,791.63134765625,213.1555938720703,799.6566772460938,205.400146484375,781.6349487304688,206.5652313232422,809.2979125976562,208.5162506103516,765.56201171875,211.0393524169922,822.4866333007812,246.8841552734375,750.2057495117188,253.36590576171875,837.745849609375,216.52297973632807,732.1436157226562,233.4944305419922,818.958984375,161.36639404296875,748.876953125,178.88983154296875,809.0479125976562,403.2565307617188,761.9298095703125,405.2642822265625,805.937744140625,515.60693359375,758.7135620117188,516.050048828125,798.8106689453125,625.020751953125,761.5439453125,626.4384155273438,Tadasana,0.9999453
289,9.6333097799511,791.73388671875,213.4034118652344,799.8804931640625,205.5445556640625,781.7283935546875,206.75650024414065,809.60693359375,208.5735626220703,765.559326171875,210.98861694335935,822.57568359375,248.3095245361328,750.5625610351562,252.6533203125,835.9887084960938,231.4113311767578,733.2273559570312,236.511474609375,818.244873046875,191.30807495117188,749.913818359375,182.4608459472656,808.4307250976562,402.5914916992188,761.5802612304688,404.0531005859375,804.806640625,516.1224365234375,758.4965209960938,516.6287841796875,797.534423828125,626.2860717773438,761.5862426757812,627.6068115234375,Tadasana,0.9999445
