accuracy,loss,learning_rate
0.9984093904495239,0.016621360555291176,7.500000356230885e-05
0.9985684752464294,0.015404708683490753,7.500000356230885e-05
0.9989660978317261,0.014522658661007881,7.500000356230885e-05
0.9991251826286316,0.013824387453496456,7.500000356230885e-05
0.9990456700325012,0.013471884652972221,7.500000356230885e-05
0.9990456700325012,0.013421796262264252,7.500000356230885e-05
0.9989660978317261,0.013810302130877972,7.500000356230885e-05
0.999204695224762,0.013059496879577637,7.500000356230885e-05
0.9988865852355957,0.013419076800346375,7.500000356230885e-05
0.9989660978317261,0.012526364997029305,7.500000356230885e-05
0.9991251826286316,0.012727628462016582,7.500000356230885e-05
0.9991251826286316,0.012284474447369576,7.500000356230885e-05
0.9979322552680969,0.014114979654550552,7.500000356230885e-05
0.9990456700325012,0.012416649609804153,7.500000356230885e-05
0.999204695224762,0.011363348923623562,7.500000356230885e-05
0.9993637800216675,0.011273697018623352,7.500000356230885e-05
0.9986479878425598,0.012104228138923645,7.500000356230885e-05
0.9986479878425598,0.013004348613321781,7.500000356230885e-05
0.9993637800216675,0.01160885114222765,7.500000356230885e-05
0.9988070726394653,0.011929470114409924,7.500000356230885e-05
0.9993637800216675,0.011246396228671074,3.7500001781154424e-05
0.9996023774147034,0.010670081712305546,3.7500001781154424e-05
0.9991251826286316,0.011275524273514748,3.7500001781154424e-05
0.9992842078208923,0.01011173240840435,3.7500001781154424e-05
0.9994432926177979,0.010398623533546925,3.7500001781154424e-05
0.9994432926177979,0.010424619540572166,3.7500001781154424e-05
0.9996023774147034,0.009742958471179008,3.7500001781154424e-05
0.9996818900108337,0.00931154191493988,3.7500001781154424e-05
0.9996023774147034,0.009645765647292137,3.7500001781154424e-05
0.9992842078208923,0.010385673493146896,3.7500001781154424e-05
0.9992842078208923,0.009648743085563183,3.7500001781154424e-05
0.9994432926177979,0.009449698962271214,3.7500001781154424e-05
0.9996023774147034,0.009111744351685047,3.7500001781154424e-05
